YEAR,MO,DY,swv_dwn,avg_kt,clr_sky,TSKIN
2009,12,9,0.89,0.19,,7.61
2009,12,10,2.02,0.43,,7.3
2009,12,11,0.58,0.13,,6.61
2009,12,12,2.7,0.59,,4.05
2009,12,13,3,0.67,3.11,2.75
2009,12,14,1.75,0.38,,2.42
2009,12,15,1.98,0.44,,1.83
2009,12,16,2.27,0.5,,1.26
2009,12,17,2.76,0.6,3.12,0.33
2009,12,18,3.15,0.68,3.21,1.12
2009,12,19,3.13,0.67,3.19,1.66
2009,12,20,3.14,0.71,3.17,1.86
2009,12,21,3.16,0.7,3.2,0.74
2009,12,22,2.91,0.65,3.05,0.62
2009,12,23,2.34,0.52,,0.64
2009,12,24,2.57,0.57,2.95,2.22
2009,12,25,2.94,0.64,,0.55
2009,12,26,2.99,0.67,3.13,1.63
2009,12,27,2.55,0.56,,0.64
2009,12,28,3.12,0.69,3.19,2.08
2009,12,29,2.92,0.64,3.12,0.4
2009,12,30,3.18,0.69,3.3,0.34
2009,12,31,3.19,0.71,3.23,1.07
2010,1,1,3.18,0.68,3.26,0.1
2010,1,2,1.81,0.39,,0.83
2010,1,3,1.29,0.28,,0.57
2010,1,4,2.95,0.63,,1.51
2010,1,5,2.85,0.6,,3.89
2010,1,6,3.27,0.68,3.34,3.72
2010,1,7,3.08,0.65,,3.1
2010,1,8,3.17,0.68,3.38,2.11
2010,1,9,1.84,0.39,,0.85
2010,1,10,2.84,0.6,,0.38
2010,1,11,2.21,0.46,,1.45
2010,1,12,2.64,0.54,,3.48
2010,1,13,3.48,0.73,3.51,5.55
2010,1,14,3.39,0.68,3.44,3.01
2010,1,15,3.29,0.66,3.46,1.3
2010,1,16,3.42,0.67,3.49,1.52
2010,1,17,3.38,0.66,3.43,0
2010,1,18,3.17,0.62,3.39,1.76
2010,1,19,1.89,0.37,,2.28
2010,1,20,0.85,0.17,,1.22
2010,1,21,3.55,0.67,3.6,1.37
2010,1,22,3.76,0.74,3.82,1.15
2010,1,23,3.68,0.71,3.71,1.27
2010,1,24,3.06,0.57,3.83,0.2
2010,1,25,3.84,0.71,3.86,0.94
2010,1,26,3.77,0.7,3.81,0.95
2010,1,27,2.98,0.55,,1.4
2010,1,28,3.7,0.69,3.82,1.1
2010,1,29,3.68,0.67,3.84,0.96
2010,1,30,3.25,0.58,,1.75
2010,1,31,3.88,0.69,4.17,2.44
2010,2,1,3.8,0.67,4.01,0.96
2010,2,2,2.44,0.43,,0.46
2010,2,3,2.74,0.48,,0.99
2010,2,4,2.9,0.49,,1.62
2010,2,5,3.12,0.52,,1.93
2010,2,6,2.14,0.36,,1.72
2010,2,7,1.12,0.19,,3.03
2010,2,8,1.33,0.22,,3.73
2010,2,9,1.07,0.18,,3.48
2010,2,10,1.53,0.25,,1.11
2010,2,11,2.75,0.44,,4.75
2010,2,12,2.63,0.42,,9.29
2010,2,13,3.81,0.61,,8
2010,2,14,1.91,0.3,,2.87
2010,2,15,2.58,0.4,,2.77
2010,2,16,4.21,0.64,,2.55
2010,2,17,4.03,0.62,,0.45
2010,2,18,4.97,0.76,5.01,0.9
2010,2,19,4.81,0.71,4.83,1.16
2010,2,20,4.73,0.69,4.77,3.39
2010,2,21,4.26,0.63,,5.47
2010,2,22,3.88,0.57,,4.63
2010,2,23,3.83,0.56,,7.33
2010,2,24,3.59,0.52,,8.75
2010,2,25,1.66,0.24,,5.07
2010,2,26,5.03,0.72,5.05,3.94
2010,2,27,4.24,0.6,,4.99
2010,2,28,1.74,0.24,,4.26
2010,3,1,3.54,0.49,,1.61
2010,3,2,3.56,0.48,,2.08
2010,3,3,2.16,0.29,,1.79
2010,3,4,3.86,0.52,,4.11
2010,3,5,1.45,0.19,,3.4
2010,3,6,3.04,0.4,,0.02
2010,3,7,5.68,0.75,5.75,0.78
2010,3,8,3.07,0.4,,0.08
2010,3,9,4.04,0.51,,1.53
2010,3,10,5.8,0.74,5.84,0.6
2010,3,11,5.49,0.69,,4.98
2010,3,12,4.98,0.61,,7.2
2010,3,13,5.79,0.73,5.89,4.75
2010,3,14,1.66,0.2,,4.97
2010,3,15,5.43,0.66,,3.87
2010,3,16,5.95,0.73,6.03,4.71
2010,3,17,3.32,0.4,,6.22
2010,3,18,3.32,0.39,,5.03
2010,3,19,5.77,0.69,5.93,9.56
2010,3,20,3.44,0.41,,8.99
2010,3,21,6.03,0.7,6.15,7.25
2010,3,22,1.67,0.19,,7.2
2010,3,23,2.73,0.31,,5.68
2010,3,24,5.37,0.61,,7.27
2010,3,25,3.82,0.44,,4.45
2010,3,26,6.46,0.72,6.53,6.19
2010,3,27,3.04,0.34,,7.68
2010,3,28,6.01,0.67,,6.84
2010,3,29,6.23,0.69,6.83,7.42
2010,3,30,1.92,0.21,,10.17
2010,3,31,5.96,0.66,,12.87
2010,4,1,3.92,0.43,,7.67
2010,4,2,6.71,0.73,6.88,8.17
2010,4,3,6.61,0.7,6.8,9.19
2010,4,4,6.37,0.68,,10.75
2010,4,5,6.05,0.64,6.68,13.49
2010,4,6,6.64,0.7,,8.77
2010,4,7,6.76,0.72,7.14,8.87
2010,4,8,6.95,0.71,7.14,9.79
2010,4,9,5.72,0.6,6.88,11.1
2010,4,10,4.57,0.47,,11.44
2010,4,11,2.34,0.24,,8.91
2010,4,12,2.04,0.21,,8.65
2010,4,13,7.26,0.72,7.35,7.77
2010,4,14,2.51,0.25,,6.65
2010,4,15,5.22,0.52,,8.03
2010,4,16,6.36,0.63,,10.48
2010,4,17,5.68,0.56,,11.93
2010,4,18,4.28,0.43,,13.17
2010,4,19,3.23,0.32,,14.29
2010,4,20,3,0.29,,12.8
2010,4,21,1.61,0.16,,9.26
2010,4,22,6.1,0.59,,10.78
2010,4,23,7.09,0.7,7.67,12.65
2010,4,24,7.33,0.7,,14.47
2010,4,25,5.04,0.49,,11.09
2010,4,26,6.37,0.6,,13.35
2010,4,27,7.65,0.73,7.74,11.68
2010,4,28,7.03,0.66,7.81,9.95
2010,4,29,6.88,0.65,,11.29
2010,4,30,7.69,0.73,7.77,13.34
2010,5,1,7.46,0.69,7.63,16.21
2010,5,2,7.76,0.72,7.84,19.85
2010,5,3,7.34,0.67,7.5,22.02
2010,5,4,6.72,0.64,,21.83
2010,5,5,2.3,0.21,,19.07
2010,5,6,4.82,0.45,,16.21
2010,5,7,7.92,0.74,,17.58
2010,5,8,5.2,0.48,,18.16
2010,5,9,6.9,0.64,,17.86
2010,5,10,7.82,0.7,8,16.94
2010,5,11,7.84,0.72,7.94,17.65
2010,5,12,7.61,0.71,,16.7
2010,5,13,7.29,0.66,,15.75
2010,5,14,7.46,0.66,,16.11
2010,5,15,4.33,0.39,,17.67
2010,5,16,1.28,0.11,,15.49
2010,5,17,2.09,0.19,,16.99
2010,5,18,5.88,0.53,,19.85
2010,5,19,7.99,0.71,8.12,19.77
2010,5,20,8.04,0.7,8.12,21.36
2010,5,21,3.94,0.35,,20.09
2010,5,22,1.76,0.16,,15.3
2010,5,23,7.58,0.67,7.86,19.33
2010,5,24,7.2,0.63,,20.35
2010,5,25,7.94,0.71,,20.83
2010,5,26,7.62,0.67,7.92,21.04
2010,5,27,7.19,0.64,,19.62
2010,5,28,4.36,0.38,,20.67
2010,5,29,6.93,0.6,,21.67
2010,5,30,5.15,0.45,,20.21
2010,5,31,5.47,0.47,,19.79
2010,6,1,5.45,0.48,,19.56
2010,6,2,7.23,0.62,,20.07
2010,6,3,6.25,0.54,,20.02
2010,6,4,6.98,0.6,,20.72
2010,6,5,7.42,0.65,7.99,21.27
2010,6,6,7.78,0.66,,21.41
2010,6,7,8.08,0.7,,21.39
2010,6,8,7.39,0.63,8.06,20.87
2010,6,9,2.21,0.19,,19.73
2010,6,10,1.58,0.14,,18.7
2010,6,11,2.71,0.23,,20.98
2010,6,12,4.21,0.37,,25.11
2010,6,13,7.5,0.65,,23.34
2010,6,14,6.43,0.55,,22.57
2010,6,15,6.22,0.53,7.94,25.27
2010,6,16,6.48,0.57,,26.53
2010,6,17,5.72,0.49,,24.16
2010,6,18,5.52,0.47,,23.72
2010,6,19,7.19,0.63,,25.61
2010,6,20,7.64,0.67,,24.93
2010,6,21,8.25,0.73,8.29,25.55
2010,6,22,7.83,0.66,8.01,26.34
2010,6,23,5.32,0.46,,25.38
2010,6,24,5.64,0.48,,24.24
2010,6,25,7.51,0.66,7.9,24.92
2010,6,26,7.91,0.7,,26.18
2010,6,27,7.89,0.7,,27.96
2010,6,28,7.78,0.67,7.93,29.41
2010,6,29,7.22,0.62,,31
2010,6,30,5.41,0.47,,31.09
2010,7,1,2.7,0.23,,27.05
2010,7,2,3.88,0.34,,28.61
2010,7,3,5.21,0.46,,27.98
2010,7,4,7.65,0.67,,28.19
2010,7,5,7,0.61,,29.33
2010,7,6,7.67,0.65,7.84,30.6
2010,7,7,5.56,0.48,,29.04
2010,7,8,3.76,0.33,,27.74
2010,7,9,6.99,0.61,,26.84
2010,7,10,2.2,0.19,,24.1
2010,7,11,7.23,0.65,7.79,27.3
2010,7,12,7.24,0.64,,26.81
2010,7,13,7.59,0.65,7.78,27.07
2010,7,14,6.74,0.6,,29.26
2010,7,15,6.85,0.61,,27.84
2010,7,16,6.95,0.61,,29.27
2010,7,17,2.5,0.22,,26.86
2010,7,18,6.25,0.56,,27.97
2010,7,19,5.71,0.51,,27.22
2010,7,20,4.09,0.36,,27.09
2010,7,21,5.89,0.53,,27.3
2010,7,22,6.29,0.57,,28.59
2010,7,23,3.07,0.28,,26.68
2010,7,24,6.2,0.56,,27.21
2010,7,25,5.94,0.53,7.36,27
2010,7,26,6.48,0.57,,27.09
2010,7,27,6.36,0.58,,27.36
2010,7,28,6.76,0.62,7.38,28.56
2010,7,29,6.89,0.64,7.29,29.77
2010,7,30,6.42,0.59,,30.09
2010,7,31,6.95,0.62,7.22,30.56
2010,8,1,4.08,0.37,,29.3
2010,8,2,3.57,0.33,,27.65
2010,8,3,4.97,0.46,,29.12
2010,8,4,6.29,0.57,,29.66
2010,8,5,4.49,0.41,,28.39
2010,8,6,3.76,0.35,,26.56
2010,8,7,3.18,0.29,,26.43
2010,8,8,6.86,0.65,,27.81
2010,8,9,6.16,0.57,,28.11
2010,8,10,6.44,0.6,,28.39
2010,8,11,5.74,0.54,,29.07
2010,8,12,2.86,0.27,,28.87
2010,8,13,2.73,0.26,,28.59
2010,8,14,4.23,0.4,,27.92
2010,8,15,3.27,0.31,,27.67
2010,8,16,3.67,0.35,,25.78
2010,8,17,5.98,0.58,,25.67
2010,8,18,5.92,0.58,,27.25
2010,8,19,5.81,0.56,,28.05
2010,8,20,6.31,0.63,,28.6
2010,8,21,6.55,0.63,6.7,28.38
2010,8,22,4.64,0.45,,27.54
2010,8,23,2.46,0.25,,24.14
2010,8,24,1.89,0.19,,22.39
2010,8,25,1.59,0.16,,21.61
2010,8,26,1.7,0.17,,22.66
2010,8,27,2.17,0.22,,24
2010,8,28,2.75,0.28,,23.51
2010,8,29,6.29,0.65,6.87,25.42
2010,8,30,5.56,0.56,6.53,25.5
2010,8,31,5.73,0.59,,25.19
2010,9,1,4.35,0.45,,25.41
2010,9,2,2.38,0.25,,25.26
2010,9,3,1.69,0.18,,23.79
2010,9,4,2.12,0.22,,22.88
2010,9,5,6.04,0.63,,24.74
2010,9,6,2.86,0.31,,25.39
2010,9,7,1.88,0.2,,24.4
2010,9,8,1.51,0.16,,23.5
2010,9,9,3.74,0.4,,23.67
2010,9,10,1.39,0.15,,22.79
2010,9,11,5.35,0.59,,22.91
2010,9,12,5.61,0.61,6.15,23.44
2010,9,13,5.49,0.61,6.06,24.26
2010,9,14,5.65,0.62,,23.25
2010,9,15,5.92,0.67,6.05,22.39
2010,9,16,5.6,0.64,,23.04
2010,9,17,5.61,0.62,5.79,23.57
2010,9,18,5.74,0.66,5.79,23.97
2010,9,19,3.7,0.43,,23.71
2010,9,20,4.04,0.46,,24.71
2010,9,21,3.31,0.39,5.76,23.24
2010,9,22,4.47,0.52,,17.92
2010,9,23,6.01,0.73,6.01,16.88
2010,9,24,3.77,0.45,,17.99
2010,9,25,2.75,0.33,,19.07
2010,9,26,5.13,0.61,5.59,20.03
2010,9,27,4.88,0.6,,20.96
2010,9,28,5.54,0.69,5.68,18.38
2010,9,29,5.14,0.63,,19.23
2010,9,30,5.04,0.62,,19.75
2010,10,1,4.73,0.59,,20.69
2010,10,2,3.31,0.42,,19.4
2010,10,3,5.39,0.67,5.47,17.19
2010,10,4,5.41,0.69,5.46,16.09
2010,10,5,5.46,0.72,5.46,16.52
2010,10,6,5.17,0.68,5.31,17.34
2010,10,7,3.66,0.48,,16.5
2010,10,8,4.49,0.59,,18.26
2010,10,9,4.89,0.64,,17.94
2010,10,10,4.3,0.59,,18.78
2010,10,11,3.26,0.45,,19.98
2010,10,12,4.83,0.65,4.93,16.49
2010,10,13,4.91,0.68,4.95,16.23
2010,10,14,4.14,0.58,4.89,16.8
2010,10,15,3.76,0.52,4.8,16.05
2010,10,16,4.68,0.65,4.83,16.46
2010,10,17,2.83,0.41,,16.57
2010,10,18,3.54,0.52,,17.24
2010,10,19,3.79,0.55,,17.74
2010,10,20,4.33,0.66,4.53,16.08
2010,10,21,4.36,0.66,4.55,15.34
2010,10,22,4.41,0.66,4.54,15.68
2010,10,23,4.37,0.65,,16
2010,10,24,4.37,0.67,4.45,16.12
2010,10,25,3.95,0.61,,12.48
2010,10,26,3.46,0.54,,10.11
2010,10,27,4.22,0.65,4.43,10.02
2010,10,28,4.28,0.69,4.42,10.44
2010,10,29,4.38,0.69,4.42,11.17
2010,10,30,4.06,0.64,4.34,11.56
2010,10,31,4.07,0.66,4.29,11.84
2010,11,1,3.44,0.57,4.19,12.79
2010,11,2,3.98,0.66,4.15,10.47
2010,11,3,4.11,0.67,4.19,10.44
2010,11,4,3.74,0.63,4.09,11.65
2010,11,5,3.93,0.67,4.05,12.3
2010,11,6,3.29,0.57,,12.91
2010,11,7,3.71,0.65,3.94,12.78
2010,11,8,4.11,0.7,4.18,10
2010,11,9,3.84,0.68,3.94,8.92
2010,11,10,3.78,0.68,3.85,11.22
2010,11,11,3.09,0.54,,11.45
2010,11,12,3.78,0.68,3.85,9.82
2010,11,13,2.65,0.48,,10.31
2010,11,14,2.36,0.43,,8.93
2010,11,15,3.73,0.67,3.79,7.39
2010,11,16,3.45,0.64,3.71,7.1
2010,11,17,3.39,0.64,3.62,7.78
2010,11,18,3.38,0.64,3.61,8.59
2010,11,19,3.31,0.64,3.51,9.84
2010,11,20,3.41,0.66,3.51,10.26
2010,11,21,3.26,0.62,,10.73
2010,11,22,3.54,0.68,3.57,6.61
2010,11,23,2.79,0.55,,6.38
2010,11,24,3.22,0.64,3.56,7.67
2010,11,25,3.46,0.67,3.5,4.93
2010,11,26,3.33,0.67,3.41,6.8
2010,11,27,3.24,0.65,3.43,6.25
2010,11,28,3.29,0.66,3.37,5.5
2010,11,29,3.14,0.65,3.34,6.34
2010,11,30,3.2,0.66,3.3,7.76
2010,12,1,3.11,0.66,3.28,8.19
2010,12,2,3.07,0.64,,8.41
2010,12,3,3.4,0.7,3.45,4.65
2010,12,4,3.06,0.64,3.17,7.65
2010,12,5,3.07,0.65,3.14,8.73
2010,12,6,2.89,0.61,,4.84
2010,12,7,3.24,0.69,3.28,1.91
2010,12,8,3.12,0.66,3.21,2.85
2010,12,9,3.06,0.66,3.14,4.61
2010,12,10,3.22,0.7,3.31,6.53
2010,12,11,3.15,0.68,3.2,3.21
2010,12,12,1.94,0.42,,7.39
2010,12,13,0.9,0.2,,5.23
2010,12,14,2.75,0.59,,1.03
2010,12,15,2.71,0.6,,0.86
2010,12,16,3.12,0.67,3.22,0.38
2010,12,17,3.09,0.69,3.16,1.07
2010,12,18,2.9,0.65,,2.68
2010,12,19,3.04,0.67,3.22,3.82
2010,12,20,3.08,0.68,3.17,2.19
2010,12,21,2.96,0.66,,2.72
2010,12,22,2.96,0.65,3.12,2.9
2010,12,23,1.4,0.31,,2.22
2010,12,24,2.99,0.65,3.16,0.63
2010,12,25,2.89,0.63,,0.11
2010,12,26,3.25,0.7,3.33,0.56
2010,12,27,2.92,0.64,3.11,0.72
2010,12,28,3.16,0.69,3.2,0.54
2010,12,29,2.33,0.51,,0.14
2010,12,30,3.21,0.71,3.29,1.99
2010,12,31,3.24,0.71,3.28,3.1
2011,1,1,2.98,0.65,,1.41
2011,1,2,2.89,0.63,3.18,0.13
2011,1,3,2.58,0.56,,0.26
2011,1,4,3.14,0.66,3.23,1.08
2011,1,5,1.91,0.4,,0.54
2011,1,6,3.24,0.7,3.3,2.2
2011,1,7,3.3,0.69,3.34,2.53
2011,1,8,2.84,0.59,,1.17
2011,1,9,3.41,0.7,3.48,2.3
2011,1,10,3.33,0.68,3.38,2.97
2011,1,11,3.46,0.73,3.55,2.47
2011,1,12,3.44,0.69,3.48,3.2
2011,1,13,3.32,0.68,3.44,0.67
2011,1,14,2.46,0.5,,0.88
2011,1,15,3.52,0.7,3.58,4.24
2011,1,16,3.54,0.7,3.58,5.42
2011,1,17,2.92,0.57,,4
2011,1,18,2.32,0.46,,3.06
2011,1,19,3.33,0.66,,3.03
2011,1,20,3.11,0.61,3.57,1.82
2011,1,21,3.24,0.62,,1.15
2011,1,22,3.43,0.65,,0.39
2011,1,23,3.72,0.71,3.78,1.42
2011,1,24,3.79,0.71,3.84,3.46
2011,1,25,3.81,0.72,3.94,1.78
2011,1,26,3.4,0.62,,1.24
2011,1,27,3.54,0.65,,0.48
2011,1,28,3.07,0.55,,0.56
2011,1,29,3.91,0.7,3.99,3.09
2011,1,30,3.97,0.7,4.03,3.71
2011,1,31,4.04,0.72,4.07,2.38
2011,2,1,3.36,0.6,,0.51
2011,2,2,4.03,0.71,4.12,0.15
2011,2,3,4.09,0.71,4.15,1.01
2011,2,4,3.45,0.59,,1.13
2011,2,5,3.94,0.66,4.18,1.61
2011,2,6,4.12,0.68,4.25,1.51
2011,2,7,2.17,0.36,,2.9
2011,2,8,2.46,0.41,,3.91
2011,2,9,3.46,0.57,,0.01
2011,2,10,3.69,0.61,,0.94
2011,2,11,3.17,0.51,,0.59
2011,2,12,4.56,0.72,,0.89
2011,2,13,2.91,0.46,,0.01
2011,2,14,4.43,0.69,4.61,1.39
2011,2,15,4.62,0.7,4.71,0.92
2011,2,16,2.2,0.34,,0.83
2011,2,17,4.03,0.62,,1.64
2011,2,18,4.71,0.72,,0.87
2011,2,19,3.99,0.61,,1.32
2011,2,20,4.63,0.69,4.82,1.72
2011,2,21,4.83,0.72,4.91,2.34
2011,2,22,2.83,0.42,,2.91
2011,2,23,4.57,0.67,4.87,4.96
2011,2,24,4.55,0.67,,6.44
2011,2,25,4.47,0.64,,2.79
2011,2,26,1.31,0.18,,1.82
2011,2,27,1.7,0.24,,1.92
2011,2,28,4.22,0.59,,0.67
2011,3,1,4.09,0.56,5.2,0.96
2011,3,2,3.91,0.53,,0.51
2011,3,3,4.75,0.65,,1.5
2011,3,4,5.54,0.73,5.56,1.95
2011,3,5,3.65,0.48,,4.13
2011,3,6,3.42,0.45,,5.28
2011,3,7,5.76,0.76,5.8,3.5
2011,3,8,5.49,0.71,5.62,4.59
2011,3,9,5.89,0.76,5.96,3.15
2011,3,10,5.66,0.74,5.75,4.48
2011,3,11,5.46,0.67,,6.68
2011,3,12,5.5,0.67,5.77,8.8
2011,3,13,5.12,0.64,,10.83
2011,3,14,4.32,0.52,,6.37
2011,3,15,5.89,0.74,,4.23
2011,3,16,6.24,0.76,6.34,4.46
2011,3,17,6.1,0.75,6.17,6.6
2011,3,18,5.31,0.64,,8.59
2011,3,19,3.54,0.42,,6.98
2011,3,20,4.76,0.55,,7.66
2011,3,21,3.04,0.36,,6.44
2011,3,22,5.88,0.68,6.4,4.59
2011,3,23,6.31,0.72,6.43,6.64
2011,3,24,5.41,0.62,,6.07
2011,3,25,6.75,0.75,6.84,5.46
2011,3,26,6.44,0.72,6.54,7.25
2011,3,27,6.54,0.73,6.62,7.76
2011,3,28,6.36,0.7,6.57,8.28
2011,3,29,6.68,0.76,6.76,7.99
2011,3,30,6.65,0.72,6.73,10.15
2011,3,31,6.62,0.71,6.72,10.94
2011,4,1,4.44,0.48,,10.77
2011,4,2,2.34,0.25,,6.2
2011,4,3,6.83,0.74,6.99,7.01
2011,4,4,7.15,0.76,7.15,7.97
2011,4,5,6.98,0.73,7.08,8.48
2011,4,6,2.37,0.25,,9.66
2011,4,7,5.5,0.57,,12.57
2011,4,8,7.11,0.76,7.27,13.07
2011,4,9,6.58,0.67,,14.93
2011,4,10,5.96,0.62,,13.97
2011,4,11,7.21,0.74,7.34,11.44
2011,4,12,7.22,0.73,7.33,12.89
2011,4,13,6.93,0.7,7.1,15.89
2011,4,14,6.4,0.65,,18.23
2011,4,15,6.96,0.68,7.11,17.85
2011,4,16,7.34,0.75,7.46,14.03
2011,4,17,6.23,0.63,,13.5
2011,4,18,7.12,0.72,,12.33
2011,4,19,7.3,0.71,7.41,13.89
2011,4,20,7.3,0.73,7.44,16.35
2011,4,21,1.33,0.13,,14.03
2011,4,22,7.24,0.7,7.44,13.65
2011,4,23,4.92,0.48,,13.17
2011,4,24,7.36,0.7,7.53,13.46
2011,4,25,6.8,0.64,,16.8
2011,4,26,6.61,0.62,7.35,18.76
2011,4,27,7.41,0.7,7.55,15.14
2011,4,28,7.46,0.7,7.54,16.48
2011,4,29,7.09,0.68,7.27,21.63
2011,4,30,2.5,0.24,,22.57
2011,5,1,6.65,0.63,,19.23
2011,5,2,4.39,0.41,,19.08
2011,5,3,7.7,0.7,8.02,19.45
2011,5,4,6.21,0.57,,18.94
2011,5,5,7.44,0.7,7.61,19.81
2011,5,6,5.6,0.51,,21.33
2011,5,7,5.94,0.54,,21.19
2011,5,8,1.31,0.12,,19.75
2011,5,9,4.73,0.44,,21.48
2011,5,10,2,0.18,,17.52
2011,5,11,7.04,0.65,,18.33
2011,5,12,7.9,0.71,8,18.18
2011,5,13,7.94,0.73,8.1,18.6
2011,5,14,7.98,0.72,8.13,20.58
2011,5,15,6.37,0.57,,21.2
2011,5,16,6.92,0.63,7.88,21.29
2011,5,17,7.71,0.71,7.88,22.93
2011,5,18,7.48,0.68,,25.79
2011,5,19,5.75,0.51,,24.41
2011,5,20,4.76,0.42,,20.83
2011,5,21,3.77,0.33,,17.44
2011,5,22,3.07,0.27,,17.2
2011,5,23,8.11,0.72,8.22,18.38
2011,5,24,6.82,0.6,,19.32
2011,5,25,3.42,0.3,,19.82
2011,5,26,4.62,0.41,,19.72
2011,5,27,7.93,0.69,8,20.42
2011,5,28,8.21,0.71,8.24,21.1
2011,5,29,7.91,0.7,,22.1
2011,5,30,4.41,0.39,,24.93
2011,5,31,6.07,0.52,,26.15
2011,6,1,7.89,0.71,8.05,25.11
2011,6,2,7.65,0.67,8.16,25.38
2011,6,3,7.97,0.68,,26.76
2011,6,4,7.93,0.69,8.4,26.97
2011,6,5,6.59,0.57,,25.28
2011,6,6,5.45,0.47,,25.7
2011,6,7,7.4,0.63,,27.25
2011,6,8,7.39,0.63,,29.68
2011,6,9,4.06,0.35,,25.24
2011,6,10,1.83,0.16,,20.59
2011,6,11,7.11,0.6,8.28,23.35
2011,6,12,7.56,0.66,7.94,24.22
2011,6,13,8.1,0.72,8.17,23.89
2011,6,14,7.35,0.63,,22.36
2011,6,15,8.01,0.69,8.23,22.9
2011,6,16,7.54,0.64,,23.84
2011,6,17,5.85,0.51,,23.7
2011,6,18,4.35,0.38,,23.56
2011,6,19,7.16,0.61,,24.1
2011,6,20,7.14,0.61,,26.4
2011,6,21,7.55,0.67,8.17,26.29
2011,6,22,6.01,0.51,,26.65
2011,6,23,2.78,0.24,,25.57
2011,6,24,4.53,0.39,,24.54
2011,6,25,3.42,0.3,,23.93
2011,6,26,1.58,0.14,,19.91
2011,6,27,6.65,0.58,,25.3
2011,6,28,2.24,0.2,,25.12
2011,6,29,5.77,0.5,,26.08
2011,6,30,6.14,0.53,,27.79
2011,7,1,6.15,0.54,,27.19
2011,7,2,5.41,0.47,,27.04
2011,7,3,1.4,0.12,,25.21
2011,7,4,6.92,0.59,,24.58
2011,7,5,3.39,0.3,,24.85
2011,7,6,2.51,0.22,,26.86
2011,7,7,3.03,0.26,,25.27
2011,7,8,7.81,0.68,8.06,26.91
2011,7,9,7.48,0.66,7.85,27.61
2011,7,10,6.21,0.53,,27
2011,7,11,5.12,0.45,,25.57
2011,7,12,2.64,0.23,,25.17
2011,7,13,5.31,0.47,,25.85
2011,7,14,5.59,0.5,,25.5
2011,7,15,3.77,0.33,,26.15
2011,7,16,5.63,0.5,,24.89
2011,7,17,5.8,0.51,7.52,26.02
2011,7,18,2.49,0.22,,24.58
2011,7,19,2.79,0.25,,24.06
2011,7,20,5.12,0.45,,26.61
2011,7,21,6.56,0.59,,26.95
2011,7,22,6.53,0.59,,27.95
2011,7,23,5.62,0.5,,28.13
2011,7,24,5.12,0.46,,27.82
2011,7,25,1.34,0.12,,27.5
2011,7,26,7.09,0.64,7.45,28.36
2011,7,27,1.97,0.18,,25.89
2011,7,28,6.99,0.62,,27.84
2011,7,29,6.59,0.61,7.34,27.46
2011,7,30,4.44,0.4,,27.36
2011,7,31,6.02,0.55,,26.96
2011,8,1,3.96,0.36,,27.75
2011,8,2,2.36,0.21,,27.19
2011,8,3,4.04,0.37,,26.19
2011,8,4,6.08,0.57,,27.02
2011,8,5,3.48,0.32,,25.97
2011,8,6,4.79,0.44,,26.4
2011,8,7,4.14,0.38,,26.34
2011,8,8,6.24,0.58,,27.09
2011,8,9,6.27,0.59,7.06,27.21
2011,8,10,5.05,0.48,,26.75
2011,8,11,2.43,0.23,,25.77
2011,8,12,4.45,0.43,,26.44
2011,8,13,4.65,0.44,,26.61
2011,8,14,6.25,0.59,,27.83
2011,8,15,3.75,0.36,,28.05
2011,8,16,4.31,0.41,,27.66
2011,8,17,4.26,0.41,,25.65
2011,8,18,3.29,0.32,,24.6
2011,8,19,1.23,0.12,,23.17
2011,8,20,2.43,0.24,,22.17
2011,8,21,5.31,0.53,6.83,23.85
2011,8,22,6.34,0.63,,23.89
2011,8,23,5.99,0.59,,24.4
2011,8,24,6.38,0.64,6.81,24.49
2011,8,25,6.39,0.64,,23.93
2011,8,26,2.27,0.23,,23.55
2011,8,27,3.17,0.32,,25.17
2011,8,28,4.14,0.42,,25.92
2011,8,29,2.27,0.23,,25.61
2011,8,30,5.88,0.6,,25.25
2011,8,31,6.33,0.67,6.48,25.61
2011,9,1,5.61,0.59,6.44,25.23
2011,9,2,5.88,0.6,,23.36
2011,9,3,5.91,0.62,,23.08
2011,9,4,3.97,0.42,,23
2011,9,5,5.15,0.55,,22.57
2011,9,6,6.36,0.7,6.52,22.35
2011,9,7,1.64,0.18,,21.47
2011,9,8,2.98,0.32,,21.41
2011,9,9,3.36,0.37,,21.9
2011,9,10,5.49,0.6,,22.55
2011,9,11,3.55,0.39,,22.85
2011,9,12,2.63,0.29,,22.64
2011,9,13,2.96,0.33,,24.25
2011,9,14,3.84,0.43,,25.49
2011,9,15,1.97,0.22,,25.27
2011,9,16,4.76,0.54,,23.78
2011,9,17,1.52,0.17,,19.3
2011,9,18,4.15,0.47,,18.34
2011,9,19,5.07,0.59,,17.8
2011,9,20,5.83,0.68,5.99,18.04
2011,9,21,6,0.71,6.06,18
2011,9,22,5.94,0.71,6.03,19.08
2011,9,23,5.83,0.68,5.95,19.65
2011,9,24,5.97,0.7,6.13,20.16
2011,9,25,5.69,0.67,5.85,20.05
2011,9,26,4.81,0.58,,20.27
2011,9,27,5.46,0.67,5.54,20.92
2011,9,28,1.24,0.15,,18.75
2011,9,29,3.37,0.42,,19.55
2011,9,30,5.21,0.64,5.53,18.4
2011,10,1,3.13,0.39,,19.04
